Reported memory usage
Time diff;Memory (KB);Thread id
0;5892;140288791480128
19375420;5892;140288791480128
21752082;5892;140288791480128
24125976;5892;140288791480128
26543345;5892;140288791480128
26847875;5892;140288791480128
28543653;5892;140288791480128
32914888;5892;140288791480128
33238881;5892;140288791480128
35143146;5892;140288791480128
39983222;5892;140288791480128
41296441;5892;140288791480128
44126908;5892;140288791480128
44474965;5892;140288791480128
44823928;5892;140288791480128
46367025;5892;140288791480128
48001132;5892;140288791480128
48309126;5892;140288791480128
49887084;5892;140288791480128
54739536;5892;140288791480128
55150810;5892;140288791480128
55460843;5892;140288791480128
57059713;5892;140288791480128
58945865;5892;140288791480128
59257423;5892;140288791480128
60968947;5892;140288791480128
64336483;5892;140288791480128
65889225;5892;140288791480128
67142766;5892;140288791480128
69590294;5892;140288791480128
69941127;5892;140288791480128
70260399;5892;140288791480128
71661993;5892;140288791480128
73139861;5892;140288791480128
73464580;5892;140288791480128
74905867;5892;140288791480128
77932165;5892;140288791480128
79005364;5892;140288791480128
79322837;5892;140288791480128
81162343;5892;140288791480128
84709897;5892;140288791480128
85199189;5892;140288791480128
85775981;5892;140288791480128
88339092;5892;140288791480128
91029886;5892;140288791480128
91493763;5892;140288791480128
93810149;5892;140288791480128
96912662;5892;140288791480128
100412451;5892;140288791480128
100811772;5892;140288791480128
101194291;5892;140288791480128
103014580;5892;140288791480128
104808615;5892;140288791480128
105178590;5892;140288791480128
106958410;5892;140288791480128
110116477;5892;140288791480128
111500517;5892;140288791480128
111826505;5892;140288791480128
112146972;5892;140288791480128
113504530;5892;140288791480128
114922285;5892;140288791480128
115241855;5892;140288791480128
116614290;5892;140288791480128
118640016;5892;140288791480128
119829523;5892;140288791480128
120217104;5892;140288791480128
120572442;5892;140288791480128
122371986;5892;140288791480128
124213641;5892;140288791480128
124569592;5892;140288791480128
126358288;5892;140288791480128
128674703;5892;140288791480128
129585419;5892;140288791480128
129944450;5892;140288791480128
130274759;5892;140288791480128
131946480;5892;140288791480128
133627891;5892;140288791480128
133960027;5892;140288791480128
135615451;5892;140288791480128
137760997;5892;140288791480128
138431590;5892;140288791480128
138782956;5892;140288791480128
141192892;5892;140288791480128
143921401;5892;140288791480128
144300446;5892;140288791480128
144646685;5892;140288791480128
146620331;5892;140288791480128
149273776;5892;140288791480128
149836066;5892;140288791480128
150337146;5892;140288791480128
153118279;5892;140288791480128
156073925;5892;140288791480128
156576249;5892;140288791480128
159431992;5892;140288791480128
163186344;5892;140288791480128
164477496;5892;140288791480128
167222309;5892;140288791480128
167595038;5892;140288791480128
167908888;5892;140288791480128
169373214;5892;140288791480128
171137564;5892;140288791480128
171448608;5892;140288791480128
172949320;5892;140288791480128
176344085;5892;140288791480128
177469951;5892;140288791480128
177806780;5892;140288791480128
178886423;5892;140288791480128
180577638;5892;140288791480128
181710512;5892;140288791480128
183887260;5892;140288791480128
184759965;5892;140288791480128
188437733;5892;140288791480128
188932856;5892;140288791480128
189366794;5892;140288791480128
191653645;5892;140288791480128
194224728;5892;140288791480128
194653549;5892;140288791480128
197018115;5892;140288791480128
200501145;5892;140288791480128
203844370;5892;140288791480128
204281909;5892;140288791480128
204676044;5892;140288791480128
206494381;5892;140288791480128
208646885;5892;140288791480128
209019541;5892;140288791480128
210912167;5892;140288791480128
215004764;5892;140288791480128
216386132;5892;140288791480128
216712521;5892;140288791480128
217013386;5892;140288791480128
218372431;5892;140288791480128
219796992;5892;140288791480128
220097730;5892;140288791480128
221472797;5892;140288791480128
223657264;5892;140288791480128
224297582;5892;140288791480128
225195831;5892;140288791480128
228218663;5892;140288791480128
228631911;5892;140288791480128
228986959;5892;140288791480128
230843529;5892;140288791480128
232917657;5892;140288791480128
233273300;5892;140288791480128
235171970;5892;140288791480128
237862160;5892;140288791480128
238893601;5892;140288791480128
239295272;5892;140288791480128
239628213;5892;140288791480128
241337980;5892;140288791480128
243268481;5892;140288791480128
243603774;5892;140288791480128
245337597;5892;140288791480128
247847273;5892;140288791480128
248497920;5892;140288791480128
248860141;5892;140288791480128
250891028;5892;140288791480128
253921436;5892;140288791480128
254299789;5892;140288791480128
254649403;5892;140288791480128
256653052;5892;140288791480128
259580858;5892;140288791480128
260165667;5892;140288791480128
260671625;5892;140288791480128
263557248;5892;140288791480128
266115890;5892;140288791480128
267001039;5892;140288791480128
267505368;5892;140288791480128
270578975;5892;140288791480128
274417364;5892;140288791480128
